ID	signup_ym	birth_year	annual_income	marital_status	children	recency	amount_alcohol	amount_fruit	amount_meat	amount_fish	amount_snack	amount_general	num_purchase_web	num_purchase_store	num_purchase_discount	promotion_1	promotion_2	promotion_3	promotion_4	promotion_5	promotion_6	revenue
3179	2021-09	1988	106263300.0	미혼	0	75	323700	198900	1222000	75400	174200	49400	6	7	0	0	0	0	0	0	0	11
9780	2021-09	1979	92948700.0	배우자 있음	1	12	604500	32500	171600	176800	0	48100	8	13	2	0	0	0	0	0	0	11
10681	2022-04	1978	81205800.0	배우자 있음	1	13	167700	167700	336700	218400	157300	107900	6	12	5	0	0	0	0	0	0	11
10232	2022-02	1971	63438700.0	이혼	1	9	226200	23400	105300	36400	7800	31200	3	7	3	0	0	0	0	0	0	11
4184	2022-09	1958	67804100.0	배우자 있음	1	48	245700	2600	37700	3900	2600	52000	3	5	2	0	0	0	0	0	0	11
9120	2021-03	1970	86534500.0	미혼	1	80	971100	13000	209300	84500	52000	54600	4	9	4	0	0	0	0	0	0	11
891	2021-12	1959	38087400.0	배우자 있음	2	60	7800	0	2600	2600	0	1300	1	2	1	0	0	0	0	0	0	11
10381	2021-10	1987	61998300.0	미혼	1	43	18200	0	3900	0	0	5200	1	2	1	0	0	0	0	0	0	11
3525	2021-03	1978	49660000.0	배우자 있음	2	19	15600	0	5200	0	0	1300	1	2	1	0	0	0	0	0	0	11
6818	2020-12	1982	58485700.0	배우자 있음	1	26	127400	0	137800	63700	13000	137800	5	5	5	0	0	0	0	0	0	11
3526	2022-04	1976	49975900.0	배우자 있음	2	58	41600	0	6500	0	0	1300	1	3	2	0	0	0	0	0	0	11
8181	2021-12	1986	50170900.0	미혼	1	42	66300	15600	63700	22100	31200	31200	4	3	3	0	0	0	0	0	0	11
1029	2021-10	1978	83736900.0	배우자 있음	1	27	260000	6500	57200	0	13000	26000	5	5	1	0	0	0	0	0	0	11
7369	2021-12	1989	48046700.0	배우자 있음	1	56	32500	7800	32500	7800	0	0	2	3	2	0	0	0	0	0	0	11
2574	2021-04	1985	80594800.0	배우자 있음	1	27	1365000	15600	187200	0	0	31200	6	8	3	1	1	0	1	0	1	11
8159	2022-06	1976	66673100.0	배우자 있음	2	10	152100	0	28600	16900	0	39000	4	3	3	0	0	0	0	0	0	11
1160	2021-11	1978	17238000.0	배우자 있음	2	48	11700	5200	22100	13000	2600	9100	3	3	4	0	0	0	0	0	0	11
10242	2021-12	1974	61713600.0	배우자 있음	2	39	72800	0	14300	0	0	10400	2	4	2	0	0	0	0	0	0	11
5253	2021-10	1964	70983900.0	배우자 있음	2	85	188500	16900	59800	22100	2600	5200	4	4	6	0	0	0	0	0	0	11
5966	2021-02	1982	58769100.0	배우자 있음	2	64	263900	0	13000	0	0	2600	3	6	5	0	0	0	1	0	0	11
5314	2021-06	1959	52895700.0	배우자 있음	1	69	351000	3900	35100	50700	7800	128700	7	5	7	0	0	0	0	0	0	11
5081	2022-01	1975	62167300.0	배우자 있음	2	54	11700	0	20800	7800	7800	13000	1	3	1	0	0	0	0	0	0	11
5123	2021-07	1959	35685000.0	배우자 있음	0	57	48100	15600	29900	10400	14300	67600	2	3	1	0	0	0	0	0	0	11
5756	2022-06	1991	51288900.0	배우자 있음	1	64	59800	0	9100	0	0	2600	2	3	2	0	0	0	0	0	0	11
8036	2022-07	1979	34905000.0	배우자 있음	2	10	40300	1300	16900	9100	2600	11700	2	4	4	0	0	0	0	0	0	11
9058	2020-12	1963	103740000.0	사별	0	65	1378000	27300	689000	41600	0	291200	5	5	1	1	0	1	0	1	1	11
5057	2021-12	1969	80332200.0	배우자 있음	1	74	343200	61100	244400	70200	61100	14300	4	10	2	0	0	0	0	0	0	11
254	2022-08	1963	70021900.0	배우자 있음	1	4	518700	5200	39000	7800	5200	39000	7	7	3	0	0	0	1	0	0	11
4179	2021-11	1967	31487300.0	배우자 있음	0	94	10400	11700	11700	2600	6500	28600	1	3	1	0	0	0	0	0	0	11
3710	2021-01	1992	51589200.0	미혼	1	41	24700	0	45500	7800	5200	22100	2	2	2	0	0	0	0	0	1	11
7627	2021-03	1983	119811900.0	배우자 있음	0	25	1062100	237900	1036100	137800	211900	26000	5	5	0	1	0	0	0	1	1	11
4501	2022-02	1973	90846600.0	미혼	0	94	379600	165100	825500	171600	165100	214500	3	9	1	0	0	0	0	0	0	11
6424	2022-04	1985	43131400.0	배우자 있음	1	9	15600	7800	2600	14300	2600	20800	1	3	1	0	0	0	0	0	0	11
3075	2021-12	1980	77964900.0	배우자 있음	0	47	169000	39000	218400	26000	44200	0	3	7	1	0	0	0	0	0	0	11
4992	2021-12	1983	22696700.0	배우자 있음	1	12	7800	5200	20800	3900	13000	39000	3	2	3	0	0	0	0	0	1	11
5252	2021-01	1977	31083000.0	이혼	1	80	20800	15600	23400	9100	1300	16900	2	3	1	0	0	0	0	0	0	11
7444	2022-01	1977	54819700.0	배우자 있음	2	20	24700	0	11700	0	0	2600	1	3	2	0	0	0	0	0	0	11
6919	2021-08	1986	34091200.0	배우자 있음	1	39	5200	9100	19500	16900	11700	19500	2	3	3	0	0	0	0	0	0	11
3537	2020-11	1989	40415700.0	배우자 있음	1	57	40300	3900	40300	2600	10400	5200	3	4	3	0	0	0	0	0	0	11
10277	2021-05	1969	39105300.0	미혼	1	27	46800	0	2600	0	0	5200	1	3	1	0	0	0	0	0	0	11
2453	2020-11	1968	81649100.0	배우자 있음	1	83	683800	36400	175500	13000	27300	128700	5	12	3	0	0	0	0	0	0	11
7972	2021-12	1963	94777800.0	미혼	0	79	520000	41600	674700	92300	97500	70200	3	9	1	0	0	0	0	0	0	11
895	2021-03	1956	79907100.0	배우자 있음	2	69	533000	20800	148200	0	6500	63700	5	10	3	0	0	0	0	0	0	11
1177	2021-04	1974	64503400.0	배우자 있음	2	77	104000	3900	33800	5200	2600	18200	3	3	4	0	0	0	0	0	0	11
7141	2021-03	1994	28454400.0	미혼	1	15	114400	13000	59800	2600	3900	83200	5	2	4	0	0	0	0	0	1	11
7232	2022-05	1981	55157700.0	사별	1	99	71500	0	7800	2600	0	5200	1	3	2	0	0	0	0	0	0	11
8477	2021-06	1964	33995000.0	이혼	3	61	6500	1300	16900	3900	6500	1300	1	3	1	0	0	0	0	0	0	11
2457	2021-01	1983	40041300.0	배우자 있음	1	23	10400	5200	6500	19500	2600	14300	1	3	2	0	0	0	0	0	0	11
988	2022-08	1973	105518400.0	배우자 있음	0	84	533000	0	769600	191100	28600	28600	6	7	1	1	0	0	0	0	0	11
7930	2021-11	1977	34940100.0	미혼	0	74	131300	16900	98800	26000	23400	52000	3	6	2	0	0	0	0	0	0	11
4587	2021-10	1952	58507800.0	사별	0	90	210600	32500	68900	20800	0	13000	3	7	1	0	0	0	0	0	0	11
6682	2021-03	1981	24671400.0	배우자 있음	1	41	2600	10400	1300	5200	9100	19500	1	3	1	0	0	0	0	0	0	11
6222	2022-01	1975	29346200.0	배우자 있음	3	28	32500	0	10400	2600	0	2600	2	3	2	0	0	0	0	0	0	11
10299	2021-02	1977	62712000.0	미혼	0	73	505700	118300	322400	83200	63700	53300	6	13	3	0	0	0	0	0	1	11
3083	2021-10	1982	59588100.0	배우자 있음	2	88	279500	16900	113100	22100	22100	31200	6	5	5	0	0	0	0	0	0	11
8953	2021-08	1973	46528300.0	미혼	3	94	35100	0	6500	0	0	3900	1	3	2	0	0	0	0	0	0	11
1503	2021-08	1984	211116100.0	배우자 있음	2	31	110500	1300	20800	2600	1300	2600	0	1	0	0	0	0	0	0	0	11
8650	2021-06	1986	70410600.0	사별	2	31	6500	7800	13000	7800	6500	13000	1	3	1	0	0	0	0	0	0	11
10862	2020-11	1968	39678600.0	배우자 있음	1	6	232700	10400	107900	24700	14300	33800	1	9	5	0	0	0	0	0	0	11
2782	2021-10	1969	70792800.0	배우자 있음	1	23	457600	0	35100	13000	0	19500	6	7	3	0	0	0	0	0	0	11
6941	2021-10	1979	41121600.0	미혼	0	92	22100	10400	15600	14300	19500	41600	2	2	1	0	0	0	0	0	0	11
10972	2022-06	1957	93987400.0	사별	0	52	812500	45500	219700	75400	22100	45500	4	6	1	0	0	0	1	1	0	11
10708	2022-03	1986	48067500.0	미혼	1	50	13000	7800	14300	0	5200	2600	1	3	1	0	0	0	0	0	0	11
6583	2021-08	1963	94425500.0	배우자 있음	0	54	507000	28600	419900	135200	45500	139100	6	6	1	1	0	0	0	0	0	11
3641	2021-04	1984	17711200.0	배우자 있음	1	93	13000	2600	19500	2600	1300	7800	2	3	2	0	0	0	0	0	0	11
10156	2021-08	1983	109454800.0	미혼	1	56	279500	81900	659100	300300	40300	247000	8	7	1	0	0	0	0	0	0	11
4299	2020-12	1968	92262300.0	배우자 있음	1	28	1301300	22100	743600	120900	162500	22100	11	5	7	0	0	0	0	0	1	11
3469	2020-12	1985	44833100.0	이혼	2	94	24700	23400	42900	31200	1300	10400	3	3	3	0	0	0	0	0	0	11
5063	2021-03	1985	37399700.0	미혼	1	76	53300	6500	167700	13000	3900	3900	4	4	3	0	0	0	0	0	0	11
10727	2022-02	1978	89809200.0	배우자 있음	1	43	1535300	139100	258700	50700	39000	39000	7	13	2	0	0	0	0	0	0	11
9624	2022-09	1966	85134400.0	배우자 있음	0	46	783900	58500	269100	46800	23400	70200	3	6	1	0	0	0	0	0	0	11
5156	2022-04	1978	81205800.0	배우자 있음	1	13	167700	167700	336700	218400	157300	107900	6	12	5	0	0	0	0	0	0	11
4376	2022-05	1968	41883400.0	미혼	0	27	13000	31200	19500	16900	1300	39000	2	3	1	0	0	1	0	0	1	11
8923	2021-07	1981	109092100.0	미혼	0	12	668200	28600	951600	54600	257400	102700	6	7	1	0	0	0	0	0	1	11
8461	2022-06	1970	59932600.0	이혼	3	3	18200	0	1300	0	0	1300	1	2	1	0	0	0	0	0	0	11
6945	2021-08	1960	109946200.0	미혼	0	72	503100	26000	926900	49400	70200	211900	9	11	1	0	0	0	0	0	0	11
944	2021-04	1970	73035300.0	배우자 있음	1	6	157300	133900	89700	10400	57200	62400	4	7	1	0	0	0	0	0	0	11
1907	2020-12	1958	82056000.0	이혼	1	53	1254500	89700	362700	70200	53300	89700	8	9	5	0	0	0	0	0	1	11
701	2022-02	1979	95798300.0	배우자 있음	1	58	919100	27300	325000	110500	55900	94900	6	8	2	0	0	1	0	0	0	11
3856	2021-01	1968	82395300.0	배우자 있음	1	78	742300	65000	184600	42900	65000	206700	4	13	4	0	0	0	0	0	0	11
4149	2022-08	1956	98982000.0	배우자 있음	0	57	761800	85800	848900	22100	0	33800	5	6	1	0	0	0	0	0	0	11
2131	2021-03	1967	81716700.0	이혼	1	37	1381900	115700	132600	20800	15600	32500	9	6	4	0	0	0	0	0	0	11
2942	2021-08	1972	59677800.0	미혼	1	20	396500	3900	35100	5200	3900	187200	5	4	2	0	0	1	0	0	0	11
1173	2021-06	1955	100921600.0	배우자 있음	0	73	1560000	136500	985400	0	54600	191100	4	6	1	0	0	0	1	1	1	11
4381	2021-11	1979	60401900.0	배우자 있음	2	56	211900	2600	52000	10400	14300	14300	3	6	7	0	0	0	0	0	0	11
4611	2021-04	1978	137112300.0	배우자 있음	0	36	1311700	235300	135200	262600	27300	269100	9	13	0	1	0	0	0	1	1	11
3376	2022-03	1978	71866600.0	이혼	1	9	162500	7800	94900	10400	5200	24700	3	6	1	0	0	0	0	0	0	11
4679	2022-08	1985	102323000.0	배우자 있음	1	42	937300	0	197600	154700	65000	65000	7	12	3	0	0	0	0	0	0	11
10928	2021-12	1966	86951800.0	배우자 있음	1	28	409500	5200	80600	53300	40300	189800	7	7	2	0	0	0	0	0	0	11
4248	2022-05	1968	128410100.0	미혼	0	23	1300000	24700	924300	162500	149500	49400	4	9	0	0	0	0	1	0	0	11
6728	2020-11	1993	37833900.0	배우자 있음	1	38	20800	0	22100	7800	3900	7800	1	3	2	0	0	0	0	0	0	11
6661	2020-11	1982	87678500.0	배우자 있음	1	63	984100	104000	282100	37700	104000	14300	9	12	5	0	0	0	0	0	0	11
4725	2022-07	1958	65800800.0	배우자 있음	1	71	39000	2600	32500	0	1300	11700	1	4	1	0	0	0	0	0	0	11
3277	2020-10	1963	64260300.0	이혼	1	9	284700	3900	130000	33800	0	22100	7	5	2	0	0	0	0	0	0	11
5555	2022-05	1983	200101200.0	이혼	0	81	1300	1300	1300	1300	1300	1300	0	0	0	0	0	0	0	0	0	11
2564	2022-04	1961	79661400.0	배우자 있음	1	87	144300	3900	36400	2600	7800	19500	3	4	2	0	0	0	0	0	0	11
946	2020-12	1966	34437000.0	배우자 있음	0	92	58500	61100	67600	27300	26000	32500	3	5	2	0	0	0	0	0	0	11
3867	2021-11	1955	94976700.0	배우자 있음	1	36	533000	145600	546000	0	106600	92300	9	13	1	0	0	0	0	0	0	11
6940	2022-01	1974	60754200.0	미혼	3	86	130000	1300	50700	7800	1300	98800	3	3	4	0	0	1	0	0	0	11
55	2021-03	1971	73128900.0	배우자 있음	1	83	661700	0	84500	9100	14300	6500	7	9	4	0	0	0	0	0	0	11
7093	2022-02	1993	25981800.0	배우자 있음	1	74	3900	7800	6500	0	2600	7800	0	3	1	0	0	0	0	0	0	11
5084	2022-03	1983	75829000.0	사별	1	87	578500	68900	276900	135200	127400	196300	6	13	1	0	0	0	0	0	0	11
1777	2020-12	1988	33754500.0	배우자 있음	0	29	2600	2600	14300	53300	9100	14300	2	3	1	0	0	0	0	0	0	11
8162	2021-03	1964	19059300.0	배우자 있음	0	88	5200	1300	14300	7800	2600	2600	1	3	1	0	0	0	0	0	0	11
10826	2021-03	1967	24297000.0	배우자 있음	0	77	7800	1300	9100	29900	5200	24700	1	2	1	0	0	0	0	0	0	11
8754	2021-08	1982	58588400.0	배우자 있음	1	25	18200	0	3900	0	0	3900	1	2	1	0	0	0	0	0	0	11
1987	2021-12	1995	27381900.0	미혼	1	34	1300	13000	14300	24700	3900	19500	2	3	2	0	0	0	0	0	0	11
11007	2021-08	1976	37943100.0	배우자 있음	1	43	33800	0	7800	0	0	2600	1	3	1	0	0	0	0	0	0	11
7426	2022-02	1979	71097000.0	배우자 있음	2	76	144300	20800	48100	9100	11700	23400	3	5	3	0	0	0	0	0	0	11
9153	2021-10	1972	77095200.0	배우자 있음	1	81	543400	79300	556400	104000	66300	13000	7	10	3	0	0	0	0	0	0	11
10379	2022-02	1970	77021100.0	미혼	2	87	425100	11700	158600	24700	18200	107900	5	9	5	0	0	0	0	0	0	11
9204	2020-12	1978	86750300.0	사별	1	33	482300	206700	252200	75400	137800	183300	4	6	4	0	0	0	0	0	0	11
3197	2022-03	1988	100558900.0	배우자 있음	1	38	357500	76700	139100	89700	131300	76700	6	8	2	0	0	0	0	0	0	11
2920	2021-02	1983	68398200.0	미혼	1	63	1025700	0	184600	15600	11700	49400	2	8	2	0	0	0	0	0	0	11
6961	2022-08	1982	34776300.0	배우자 있음	2	26	1300	1300	6500	0	3900	1300	1	2	1	0	0	0	0	0	0	11
4673	2021-01	1971	105690000.0	배우자 있음	1	17	1305200	15600	188500	41600	15600	46800	10	5	3	1	0	0	0	0	1	11
9937	2022-03	1987	91438100.0	미혼	0	75	243100	105300	193700	32500	55900	118300	2	12	1	0	0	0	0	0	0	11
8779	2021-09	1993	46988500.0	배우자 있음	1	13	72800	5200	98800	22100	1300	23400	4	3	4	0	0	1	0	0	1	11
9596	2022-03	1988	84883500.0	미혼	0	19	474500	41600	152100	44200	143000	7800	3	13	1	0	0	0	0	0	0	11
2891	2022-01	1971	88553400.0	이혼	1	51	773500	29900	159900	13000	29900	200200	8	4	2	0	0	0	0	0	0	11
4910	2020-11	1975	89365900.0	이혼	0	81	1471600	174200	499200	227500	174200	149500	11	13	1	0	0	0	0	0	0	11
75	2021-10	1990	53350700.0	배우자 있음	0	32	44200	14300	178100	232700	79300	58500	8	5	1	0	0	0	0	0	0	11
10120	2022-01	1963	50629800.0	배우자 있음	1	84	150800	7800	106600	7800	7800	53300	3	6	2	0	0	0	0	0	0	11
6327	2022-03	1975	85510100.0	배우자 있음	0	87	734500	41600	565500	36400	41600	70200	2	6	1	0	0	0	0	0	0	11
10142	2021-06	1984	86418800.0	이혼	1	99	483600	23400	163800	61100	62400	101400	5	11	2	0	0	0	0	0	0	11
9826	2020-12	1980	112914100.0	미혼	0	96	1168700	132600	1089400	172900	132600	52000	5	10	1	0	0	0	0	0	1	11
1501	2020-10	1990	209043900.0	배우자 있음	0	21	71500	20800	2108600	22100	3900	5200	0	1	15	0	0	0	0	0	0	11
10767	2022-08	1997	101198500.0	배우자 있음	0	40	988000	52000	624000	0	52000	33800	3	12	1	1	0	0	0	1	0	11
7279	2021-12	1977	90318800.0	배우자 있음	0	3	338000	111800	726700	81900	11700	87100	4	4	1	0	0	0	0	0	0	11
7230	2020-12	1968	65794300.0	이혼	1	98	596700	0	31200	7800	0	5200	4	7	6	0	0	0	1	0	1	11
143	2021-11	1978	79571700.0	미혼	0	73	605800	0	291200	154700	63700	128700	5	4	1	0	0	0	0	0	0	11
450	2021-10	1966	55009500.0	배우자 있음	1	90	87100	19500	104000	22100	14300	104000	1	4	3	0	0	0	0	0	0	11
9316	2022-01	1960	17009200.0	배우자 있음	0	29	2600	0	9100	3900	9100	13000	1	3	1	0	0	0	0	0	0	11
6379	2021-08	1957	61841000.0	사별	2	3	87100	1300	26000	0	2600	40300	2	2	3	0	0	0	0	0	1	11
9239	2021-10	1969	80499900.0	배우자 있음	2	94	119600	5200	23400	3900	3900	7800	2	4	1	0	0	0	0	0	0	11
8315	2022-06	2003	45271200.0	미혼	0	65	5200	2600	14300	2600	0	5200	1	2	1	0	0	0	0	0	0	11
2868	2021-07	1957	34473400.0	미혼	2	33	26000	1300	36400	3900	3900	2600	2	3	3	0	0	0	0	0	1	11
10888	2022-01	1969	59719400.0	미혼	0	46	354900	14300	231400	80600	107900	37700	8	6	2	0	0	0	0	0	0	11
1277	2022-07	1968	102008400.0	배우자 있음	0	29	564200	28600	504400	135200	28600	44200	10	10	1	1	0	0	0	0	0	11
9977	2021-12	1981	102571300.0	이혼	1	99	417300	14300	401700	42900	33800	44200	9	5	3	0	0	0	0	0	0	11
10196	2022-06	1986	92855100.0	배우자 있음	2	26	275600	159900	230100	19500	83200	29900	8	8	2	0	0	0	0	0	0	11
6384	2022-05	1986	92328600.0	이혼	1	30	1181700	15600	361400	0	15600	314600	5	11	3	0	0	1	0	0	0	11
8029	2022-07	1996	117321100.0	미혼	0	27	1539200	41600	457600	27300	20800	20800	3	7	1	1	0	0	1	1	1	11
968	2022-03	1976	53735500.0	이혼	1	24	145600	24700	27300	20800	18200	6500	4	4	3	0	0	0	0	0	0	11
6988	2021-04	1994	93537600.0	배우자 있음	1	93	852800	104000	591500	67600	139100	120900	8	8	2	0	0	1	0	1	0	11
4472	2022-09	1978	46386600.0	이혼	1	34	29900	0	10400	7800	2600	23400	1	3	1	0	0	0	0	0	0	11
6991	2021-07	1959	56140500.0	이혼	1	88	698100	7800	54600	20800	7800	39000	9	6	2	0	0	0	0	0	0	11
3336	2022-02	1956	86287500.0	배우자 있음	1	96	925600	0	58500	0	0	248300	2	5	3	0	0	1	0	0	0	11
4301	2021-04	1979	45731400.0	배우자 있음	1	10	29900	1300	16900	2600	2600	23400	1	2	1	0	0	1	0	0	1	11
1940	2021-10	1994	32827600.0	배우자 있음	1	26	1300	3900	5200	2600	2600	7800	1	2	1	0	0	0	0	0	0	11
1272	2021-01	1973	71825000.0	미혼	1	49	863200	75400	107900	41600	0	85800	7	10	4	0	0	0	0	0	0	11
1388	2021-05	1983	43223700.0	미혼	1	11	7800	13000	27300	24700	18200	54600	2	3	2	0	0	0	0	0	0	11
1044	2021-08	1961	75917400.0	배우자 있음	0	44	388700	6500	261300	27300	27300	63700	5	8	3	0	0	0	0	0	0	11
6969	2021-11	1990	65353600.0	배우자 있음	1	75	128700	16900	85800	55900	10400	5200	4	5	3	0	0	0	0	0	0	11
10479	2021-03	1983	99603400.0	배우자 있음	0	64	973700	52000	382200	157300	208000	191100	3	5	1	0	0	0	0	0	0	11
3619	2020-12	1968	113496500.0	이혼	0	19	448500	32500	651300	81900	179400	104000	5	8	1	0	0	0	0	1	1	11
1715	2021-05	1986	33606300.0	배우자 있음	1	45	11700	5200	23400	9100	6500	6500	2	3	2	0	0	0	0	0	0	11
10159	2021-06	1978	76323000.0	이혼	1	77	572000	105300	478400	0	158600	226200	11	9	6	0	0	0	0	0	0	11
1463	2022-06	1966	58708000.0	미혼	2	9	10400	2600	6500	3900	0	3900	1	2	1	0	0	0	0	0	0	11
5114	2021-03	1973	97247800.0	배우자 있음	1	1	871000	11700	323700	0	36400	11700	5	5	2	0	0	0	0	0	0	11
4990	2021-07	1962	76844300.0	배우자 있음	0	90	681200	0	174200	36400	36400	201500	11	8	1	0	0	0	0	0	0	11
4329	2022-08	1992	24684400.0	배우자 있음	1	43	7800	0	7800	2600	1300	1300	1	3	2	0	0	0	0	0	0	11
10936	2021-05	1973	93847000.0	배우자 있음	0	79	776100	215800	776100	223600	215800	323700	5	4	1	0	0	0	0	0	0	11
4692	2020-10	1984	9750000.0	배우자 있음	1	19	9100	0	15600	16900	9100	41600	4	2	5	0	0	1	0	0	1	11
7212	2022-09	1974	58232200.0	배우자 있음	1	99	70200	0	9100	0	0	5200	2	3	1	0	0	0	0	0	0	11
6086	2022-02	1963	104513500.0	배우자 있음	0	62	578500	32500	917800	104000	98800	62400	6	12	1	1	0	0	0	0	0	11
437	2022-04	1984	97515600.0	이혼	0	41	382200	184600	283400	213200	75400	196300	3	11	1	0	0	0	0	0	0	11
11171	2022-01	1973	74050600.0	배우자 있음	3	60	379600	3900	100100	13000	3900	33800	6	5	7	0	0	0	0	0	0	11
11101	2021-07	1999	116858300.0	배우자 있음	0	17	535600	28600	171600	76700	36400	237900	11	8	1	0	0	0	0	1	0	11
5329	2021-12	1957	46729800.0	이혼	2	24	10400	0	3900	0	0	0	0	3	1	0	0	0	0	0	0	11
610	2020-11	1961	69670900.0	배우자 있음	2	60	453700	5200	101400	7800	0	55900	7	6	8	0	0	0	0	0	0	11
9384	2021-09	1986	86284900.0	배우자 있음	2	57	426400	11700	161200	15600	31200	141700	4	10	7	0	0	0	0	0	0	11
5956	2022-01	1956	58593600.0	이혼	3	74	187200	2600	128700	9100	2600	39000	6	4	5	0	0	0	0	0	0	11
10430	2022-01	1981	116602200.0	이혼	2	22	1463800	36400	274300	48100	36400	54600	4	4	3	1	0	0	1	1	0	11
7875	2022-07	1957	93632500.0	배우자 있음	0	46	1257100	0	802100	55900	65000	0	4	13	1	1	0	0	1	1	1	11
7072	2021-06	1981	87661600.0	배우자 있음	1	69	561600	102700	443300	230100	176800	221000	8	4	2	0	0	0	0	0	0	11
6255	2022-08	1960	91708500.0	배우자 있음	1	29	179400	50700	81900	71500	23400	27300	4	7	1	0	0	0	0	0	0	11
6516	2021-06	1997	22733100.0	배우자 있음	1	37	0	0	1300	9100	5200	7800	1	2	1	0	0	0	0	0	0	11
5564	2020-11	1977	81746600.0	배우자 있음	1	26	661700	172900	646100	101400	31200	126100	7	6	2	0	0	0	0	0	0	11
5682	2021-06	1961	83340400.0	미혼	1	8	1232400	13000	111800	16900	27300	27300	6	11	4	0	0	0	0	0	0	11
7458	2021-06	1964	45423300.0	배우자 있음	2	26	50700	2600	32500	5200	3900	31200	3	3	2	0	0	0	0	0	0	11
5237	2022-03	1958	63397100.0	미혼	3	79	36400	1300	27300	3900	0	13000	2	3	3	0	0	0	0	0	0	11
7761	2021-10	1986	50312600.0	배우자 있음	1	71	16900	14300	31200	16900	10400	52000	3	4	2	0	0	0	0	0	0	11
5278	2022-04	1972	106891200.0	배우자 있음	0	83	399100	33800	468000	179400	40300	52000	6	5	1	1	0	0	0	0	0	11
3560	2021-08	1960	108997200.0	배우자 있음	0	57	1171300	40300	448500	97500	40300	248300	4	11	1	0	0	0	0	1	0	11
7235	2022-03	1983	22103900.0	배우자 있음	1	37	2600	6500	15600	5200	10400	9100	2	4	3	0	0	0	0	0	0	11
10548	2022-06	2003	92511900.0	미혼	0	30	367900	22100	483600	179400	137800	57200	3	12	1	0	0	0	0	0	0	11
2281	2021-12	1978	43806100.0	미혼	1	34	5200	3900	9100	0	3900	14300	1	2	1	0	0	1	0	0	0	11
4073	2022-04	1962	82633200.0	배우자 있음	0	0	999700	104000	327600	19500	44200	84500	10	7	1	0	0	1	0	0	1	11
6974	2022-03	1980	108475900.0	배우자 있음	0	89	673400	54600	964600	71500	72800	109200	6	5	1	0	0	0	0	0	0	11
7938	2021-12	1966	66973400.0	배우자 있음	1	92	455000	10400	85800	22100	5200	5200	3	10	2	0	0	0	0	0	0	11
7094	2022-03	1983	75829000.0	사별	1	87	578500	68900	276900	135200	127400	196300	6	13	1	0	0	0	0	0	0	11
3667	2021-05	1977	105237600.0	배우자 있음	0	20	1011400	231400	895700	53300	35100	57200	8	11	1	1	0	0	1	1	1	11
7723	2022-07	1987	98159100.0	배우자 있음	0	56	921700	120900	486200	135200	104000	104000	8	6	1	0	0	0	0	0	0	11
3870	2021-05	1986	83011500.0	배우자 있음	0	28	466700	45500	408200	120900	150800	115700	7	13	1	0	0	0	0	0	0	11
4012	2020-11	1980	80886000.0	배우자 있음	1	55	1038700	15600	487500	20800	15600	15600	7	5	5	0	0	0	0	0	1	11
5909	2021-12	1972	76065600.0	배우자 있음	1	25	1163500	13000	131300	16900	0	197600	3	8	5	0	0	0	0	0	0	11
10470	2021-06	1987	52860600.0	배우자 있음	1	0	52000	2600	29900	0	5200	29900	2	3	2	0	0	0	0	0	0	11
6488	2022-07	1967	50477700.0	배우자 있음	1	86	98800	0	9100	0	0	20800	3	2	1	0	0	0	0	0	0	11
10270	2021-12	1989	46179900.0	배우자 있음	1	8	14300	6500	28600	15600	6500	14300	3	3	2	0	0	0	0	0	0	11
6887	2022-07	1975	102889800.0	미혼	2	33	318500	20800	289900	27300	55900	20800	8	8	2	0	0	0	0	0	0	11
6406	2022-01	1996	101770500.0	배우자 있음	0	13	841100	139100	508300	227500	87100	52000	6	10	1	0	0	0	0	0	0	11
7573	2021-08	1986	41113800.0	미혼	1	12	50700	1300	11700	2600	1300	44200	2	2	1	0	0	1	0	0	1	11
4508	2022-08	1960	97665100.0	미혼	0	92	263900	45500	396500	59800	22100	295100	2	5	1	0	0	0	0	0	0	11
221	2021-07	1963	63343800.0	배우자 있음	1	90	179400	3900	49400	5200	0	76700	3	4	3	0	0	0	0	0	0	11
5331	2020-12	1985	97480500.0	배우자 있음	0	8	763100	66300	1167400	321100	0	111800	3	7	1	0	0	0	0	0	0	11
1911	2020-12	1995	87659000.0	배우자 있음	0	6	773500	126100	378300	165100	172900	157300	11	12	1	0	0	0	0	0	0	11
20	2021-11	1973	60958300.0	배우자 있음	1	91	55900	15600	29900	37700	19500	79300	2	4	1	0	0	0	0	0	0	11
8786	2021-08	1964	80675400.0	배우자 있음	1	52	391300	9100	96200	13000	0	75400	6	7	4	0	0	0	0	0	0	11
10582	2021-09	1987	93681900.0	배우자 있음	1	3	234000	41600	452400	98800	41600	117000	5	12	2	0	0	0	0	0	0	11
1915	2022-03	1959	102620700.0	배우자 있음	0	57	1032200	149500	315900	195000	0	266500	8	6	1	0	0	0	0	0	0	11
8897	2021-07	1973	55536000.0	미혼	2	9	509600	6500	118300	36400	33800	145600	7	7	8	0	0	0	0	0	1	11
2371	2021-07	1980	43708600.0	배우자 있음	2	22	50700	1300	28600	3900	5200	15600	2	4	3	0	0	0	0	0	0	11
4303	2021-03	1965	8885500.0	배우자 있음	1	76	139100	2600	15600	2600	2600	15600	0	1	0	0	0	0	0	0	0	11
6825	2021-06	1961	53887600.0	배우자 있음	2	86	16900	0	3900	0	0	0	1	2	1	0	0	0	0	0	0	11
