연월,시군구명,읍면동명,업종명,성별,이용자수,이용금액
2017-03-01,제주시,오라동,골프장 운영업,남성,1151,180228778
2017-03-01,제주시,오라동,과실 및 채소 소매업,남성,229,22281000
2017-03-01,제주시,연동,기타음식료품위주종합소매업,여성,40,1033000
2017-03-01,제주시,오라동,기타음식료품위주종합소매업,남성,19,1390570
2017-03-01,제주시,오라동,비알콜 음료점업,남성,1906,21422690
2017-03-01,제주시,오라동,차량용 가스 충전업,남성,100,4216000
2017-03-01,제주시,오라동,중식 음식점업,남성,55,814000
2017-03-01,제주시,오라동,자동차 임대업,남성,280,19301530
2017-03-01,제주시,오라동,일식 음식점업,남성,69,12292500
2017-03-01,제주시,오라동,일반유흥 주점업,남성,23,7690000
2017-03-01,제주시,오라동,육류 소매업,남성,606,38269196
2017-03-01,제주시,오라동,여행사업,남성,3,2819840
2017-03-01,제주시,오라동,마사지업,남성,7,860000
2017-03-01,제주시,오라동,여관업,남성,226,11516600
2017-03-01,제주시,오라동,스포츠 및 레크레이션 용품 임대업,남성,225,44161670
2017-03-01,제주시,오라동,슈퍼마켓,남성,3327,73854193
2017-03-01,제주시,오라동,수산물 소매업,남성,9,3435850
2017-03-01,제주시,오라동,서양식 음식점업,남성,144,3548100
2017-03-01,제주시,오라동,빵 및 과자류 소매업,남성,654,7585800
2017-03-01,제주시,오라동,차량용 주유소 운영업,남성,5879,291205521
2017-03-01,제주시,오라동,체인화 편의점,남성,5186,45216640
2017-03-01,제주시,오라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,9,97000
2017-03-01,제주시,오라동,슈퍼마켓,여성,2658,64949518
2017-03-01,제주시,연동,마사지업,여성,13,3352000
2017-03-01,제주시,오라동,빵 및 과자류 소매업,여성,990,10799880
2017-03-01,제주시,오라동,비알콜 음료점업,여성,2448,26345130
2017-03-01,제주시,오라동,기타음식료품위주종합소매업,여성,13,524630
2017-03-01,제주시,오라동,기타 주점업,여성,3,270000
2017-03-01,제주시,오라동,서양식 음식점업,여성,243,4789500
2017-03-01,제주시,오라동,기타 외국식 음식점업,여성,82,952500
2017-03-01,제주시,오라동,그외 기타 스포츠시설 운영업,여성,2,190000
2017-03-01,제주시,오라동,관광 민예품 및 선물용품 소매업,여성,126,8688700
2017-03-01,제주시,오라동,과실 및 채소 소매업,여성,251,17713000
2017-03-01,제주시,오라동,골프장 운영업,여성,337,51429902
2017-03-01,제주시,오라동,화장품 및 방향제 소매업,남성,6,1257000
2017-03-01,제주시,오라동,한식 음식점업,남성,10319,316933010
2017-03-01,제주시,오라동,그외 기타 종합 소매업,여성,1247,50519100
2017-03-01,제주시,용담2동,과실 및 채소 소매업,여성,1129,45119260
2017-03-01,제주시,오라동,욕탕업,여성,24,156000
2017-03-01,제주시,용담1동,일반유흥 주점업,여성,14,4550000
2017-03-01,제주시,용담1동,비알콜 음료점업,남성,17,3746500
2017-03-01,제주시,오라동,체인화 편의점,여성,2146,17460340
2017-03-01,제주시,외도동,기타 외국식 음식점업,남성,311,9059900
2017-03-01,제주시,외도동,과실 및 채소 소매업,남성,30,2701000
2017-03-01,제주시,외도동,건강보조식품 소매업,남성,12,12563760
2017-03-01,제주시,오라동,화장품 및 방향제 소매업,여성,35,10163000
2017-03-01,제주시,오라동,한식 음식점업,여성,6903,197726860
2017-03-01,제주시,오라동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,12,103000
2017-03-01,제주시,오라동,차량용 주유소 운영업,여성,3282,155413067
2017-03-01,제주시,외도동,체인화 편의점,남성,8906,86479540
2017-03-01,제주시,오라동,차량용 가스 충전업,여성,100,5155840
2017-03-01,제주시,오라동,중식 음식점업,여성,18,354500
2017-03-01,제주시,오라동,자동차 임대업,여성,170,10853740
2017-03-01,제주시,오라동,일식 음식점업,여성,23,3962000
2017-03-01,제주시,오라동,일반유흥 주점업,여성,1,100000
2017-03-01,제주시,오라동,육류 소매업,여성,472,20053680
2017-03-01,제주시,외도동,기타 주점업,남성,66,11350000
2017-03-01,제주시,외도동,중식 음식점업,남성,540,14035500
2017-03-01,제주시,외도동,자동차 임대업,남성,212,15020900
2017-03-01,제주시,외도동,일식 음식점업,남성,280,24315900
2017-03-01,제주시,외도동,육류 소매업,남성,566,24731324
2017-03-01,제주시,외도동,욕탕업,남성,1,6000
2017-03-01,제주시,외도동,여행사업,남성,1,1000000
2017-03-01,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,1457,21181190
2017-03-01,제주시,외도동,여관업,남성,557,20282320
2017-03-01,제주시,외도동,슈퍼마켓,남성,8350,189998890
2017-03-01,제주시,외도동,수산물 소매업,남성,61,2499000
2017-03-01,제주시,외도동,서양식 음식점업,남성,788,23745550
2017-03-01,제주시,외도동,빵 및 과자류 소매업,남성,1854,23732430
2017-03-01,제주시,외도동,비알콜 음료점업,남성,470,5478950
2017-03-01,제주시,외도동,기타음식료품위주종합소매업,남성,285,25667630
2017-03-01,제주시,외도동,스포츠 및 레크레이션 용품 임대업,남성,31,1454000
2017-03-01,제주시,외도동,차량용 가스 충전업,남성,721,29113515
2017-03-01,제주시,외도동,호텔업,남성,46,5643000
2017-03-01,제주시,용담1동,기타 외국식 음식점업,남성,54,3062000
2017-03-01,제주시,애월읍,골프장 운영업,여성,598,82713700
2017-03-01,제주시,외도동,빵 및 과자류 소매업,여성,2298,27104303
2017-03-01,제주시,외도동,여행사업,여성,2,1210000
2017-03-01,제주시,외도동,여관업,여성,441,16765210
2017-03-01,제주시,외도동,스포츠 및 레크레이션 용품 임대업,여성,7,335500
2017-03-01,제주시,외도동,슈퍼마켓,여성,7535,193276935
2017-03-01,제주시,외도동,수산물 소매업,여성,55,1556500
2017-03-01,제주시,외도동,서양식 음식점업,여성,779,19451200
2017-03-01,제주시,외도동,비알콜 음료점업,여성,716,6852580
2017-03-01,제주시,외도동,한식 음식점업,남성,8219,299726087
2017-03-01,제주시,외도동,기타음식료품위주종합소매업,여성,69,5729990
2017-03-01,제주시,외도동,기타 주점업,여성,6,1220000
2017-03-01,제주시,외도동,기타 외국식 음식점업,여성,271,8186100
2017-03-01,제주시,외도동,과실 및 채소 소매업,여성,30,3136000
2017-03-01,제주시,외도동,건강보조식품 소매업,여성,5,587000
2017-03-01,제주시,외도동,화장품 및 방향제 소매업,남성,232,7131490
2017-03-01,제주시,외도동,욕탕업,여성,2,29500
2017-03-01,제주시,용담1동,관광 민예품 및 선물용품 소매업,남성,2,1050000
2017-03-01,제주시,용담1동,과실 및 채소 소매업,남성,200,13632570
2017-03-01,제주시,용담1동,건강보조식품 소매업,남성,1,1426800
2017-03-01,제주시,외도동,화장품 및 방향제 소매업,여성,483,15033060
2017-03-01,제주시,외도동,호텔업,여성,23,7052600
2017-03-01,제주시,외도동,한식 음식점업,여성,4623,143852440
2017-03-01,제주시,용담1동,기타 주점업,남성,242,42367000
2017-03-01,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,1390,19615810
2017-03-01,제주시,외도동,차량용 주유소 운영업,여성,1426,80918939
2017-03-01,제주시,외도동,차량용 가스 충전업,여성,437,23114427
2017-03-01,제주시,외도동,중식 음식점업,여성,326,8201800
2017-03-01,제주시,외도동,자동차 임대업,여성,104,7317500
2017-03-01,제주시,외도동,일식 음식점업,여성,168,13129400
2017-03-01,제주시,외도동,육류 소매업,여성,581,44404275
2017-03-01,제주시,외도동,체인화 편의점,여성,4158,38085170
2017-03-01,제주시,외도동,차량용 주유소 운영업,남성,2555,145835531
2017-03-01,제주시,용담1동,기타음식료품위주종합소매업,남성,6,90100
2017-03-01,제주시,용담1동,빵 및 과자류 소매업,남성,196,3456600
2017-03-01,제주시,용담1동,일식 음식점업,남성,129,20160000
2017-03-01,제주시,용담1동,한식 음식점업,남성,3144,146899500
2017-03-01,제주시,용담1동,체인화 편의점,남성,3245,28748690
2017-03-01,제주시,용담1동,차량용 주유소 운영업,남성,1400,65514068
2017-03-01,제주시,용담1동,차량용 가스 충전업,남성,694,20312979
2017-03-01,제주시,용담1동,중식 음식점업,남성,231,5205500
2017-03-01,제주시,용담1동,자동차 임대업,남성,163,9468660
2017-03-01,제주시,용담1동,일반유흥 주점업,남성,106,42885000
2017-03-01,제주시,용담1동,일식 음식점업,여성,76,11245000
2017-03-01,제주시,용담1동,육류 소매업,남성,903,62419600
2017-03-01,제주시,용담1동,여행사업,남성,5,876000
2017-03-01,제주시,용담1동,여관업,남성,82,6343000
2017-03-01,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,남성,63,6027000
2017-03-01,제주시,용담1동,슈퍼마켓,남성,1386,17631025
2017-03-01,제주시,용담1동,수산물 소매업,남성,43,4621200
2017-03-01,제주시,용담1동,호텔업,남성,13,17117800
2017-03-01,제주시,용담1동,화장품 및 방향제 소매업,남성,4,285000
2017-03-01,제주시,용담1동,육류 소매업,여성,544,37274700
2017-03-01,제주시,용담1동,여행사업,여성,8,4143000
2017-03-01,제주시,용담1동,여관업,여성,42,2998400
2017-03-01,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,여성,11,606000
2017-03-01,제주시,용담1동,슈퍼마켓,여성,709,8560790
2017-03-01,제주시,용담1동,수산물 소매업,여성,36,4025000
2017-03-01,제주시,용담1동,서양식 음식점업,남성,146,3802300
2017-03-01,제주시,용담1동,서양식 음식점업,여성,104,1824500
2017-03-01,제주시,용담1동,비알콜 음료점업,여성,14,116000
2017-03-01,제주시,용담1동,기타 주점업,여성,37,7055000
2017-03-01,제주시,용담1동,기타 외국식 음식점업,여성,18,728000
2017-03-01,제주시,용담1동,관광 민예품 및 선물용품 소매업,여성,1,65000
2017-03-01,제주시,용담1동,과실 및 채소 소매업,여성,215,14760990
2017-03-01,제주시,용담1동,건강보조식품 소매업,여성,1,260000
2017-03-01,제주시,용담1동,빵 및 과자류 소매업,여성,292,4495600
2017-03-01,제주시,용담1동,자동차 임대업,여성,85,3925880
2017-03-01,제주시,용담1동,차량용 가스 충전업,여성,345,9881000
2017-03-01,제주시,용담2동,관광 민예품 및 선물용품 소매업,여성,4158,139146400
2017-03-01,제주시,용담1동,한식 음식점업,여성,1648,78597900
2017-03-01,제주시,용담1동,호텔업,여성,6,12490000
2017-03-01,제주시,용담1동,화장품 및 방향제 소매업,여성,3,435000
2017-03-01,제주시,용담2동,건강보조식품 소매업,남성,6,850000
2017-03-01,제주시,용담1동,중식 음식점업,여성,110,2714000
2017-03-01,제주시,용담2동,과실 및 채소 소매업,남성,1154,58271810
2017-03-01,제주시,용담1동,체인화 편의점,여성,1647,13535250
2017-03-01,제주시,용담2동,기타 외국식 음식점업,남성,66,2455500
2017-03-01,제주시,용담2동,비알콜 음료점업,남성,7621,68464740
2017-03-01,제주시,용담2동,빵 및 과자류 소매업,남성,2692,27583020
2017-03-01,제주시,용담2동,서양식 음식점업,남성,858,28168137
2017-03-01,제주시,용담2동,수산물 소매업,남성,903,85194000
2017-03-01,제주시,용담2동,관광 민예품 및 선물용품 소매업,남성,4256,145832500
2017-03-01,제주시,오라동,여행사업,여성,2,2027540
2017-03-01,제주시,용담2동,면세점,남성,49183,4545274471
2017-03-01,제주시,화북동,차량용 가스 충전업,여성,524,25584924
2017-03-01,제주시,용담1동,차량용 주유소 운영업,여성,929,40819620
2017-03-01,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,남성,58,4312600
2017-03-01,제주시,애월읍,과실 및 채소 소매업,여성,160,17996800
2017-03-01,제주시,용담2동,건강보조식품 소매업,여성,5,1255000
2017-03-01,제주시,용담2동,화장품 및 방향제 소매업,남성,20,1015500
2017-03-01,제주시,용담2동,한식 음식점업,남성,15091,521671030
2017-03-01,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,6176,57898380
2017-03-01,제주시,용담2동,체인화 편의점,남성,17838,112138910
2017-03-01,제주시,용담2동,슈퍼마켓,남성,7132,126537740
2017-03-01,제주시,용담2동,차량용 주유소 운영업,남성,6551,383776532
2017-03-01,제주시,용담2동,자동차 임대업,남성,4137,311279513
2017-03-01,제주시,용담2동,일식 음식점업,남성,1089,70112500
2017-03-01,제주시,용담2동,육류 소매업,남성,237,8912600
2017-03-01,제주시,용담2동,욕탕업,남성,713,19749300
2017-03-01,제주시,용담2동,여행사업,남성,226,14885870
2017-03-01,제주시,용담2동,여관업,남성,158,15284600
2017-03-01,제주시,용담2동,중식 음식점업,남성,506,13632000
2017-03-01,제주시,용담2동,비알콜 음료점업,여성,9179,80484400
2017-03-01,제주시,삼도2동,비알콜 음료점업,남성,11,263000
2017-03-01,제주시,추자면,슈퍼마켓,남성,275,4993980
2017-03-01,제주시,용담2동,욕탕업,여성,411,11378216
2017-03-01,제주시,용담2동,체인화 편의점,여성,12968,72961970
2017-03-01,제주시,용담2동,차량용 주유소 운영업,여성,4048,167031933
2017-03-01,제주시,용담2동,중식 음식점업,여성,206,9550500
2017-03-01,제주시,용담2동,자동차 임대업,여성,2409,165405169
2017-03-01,제주시,용담2동,일식 음식점업,여성,901,50737800
2017-03-01,제주시,용담2동,육류 소매업,여성,287,14598260
2017-03-01,제주시,용담2동,여행사업,여성,143,12864966
2017-03-01,제주시,우도면,자동차 임대업,남성,2,30000
2017-03-01,제주시,용담2동,여관업,여성,88,11596700
2017-03-01,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,여성,17,981000
2017-03-01,제주시,용담2동,슈퍼마켓,여성,5175,101981360
2017-03-01,제주시,용담2동,수산물 소매업,여성,1137,84450600
2017-03-01,제주시,용담2동,서양식 음식점업,여성,751,19474650
2017-03-01,제주시,용담2동,빵 및 과자류 소매업,여성,3694,34488585
2017-03-01,제주시,용담2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,5252,46546610
2017-03-01,제주시,용담2동,한식 음식점업,여성,11092,346795463
2017-03-01,제주시,우도면,육류 소매업,남성,30,738100
2017-03-01,제주시,우도면,여행사업,남성,290,5884000
2017-03-01,제주시,우도면,여관업,남성,39,1259500
2017-03-01,제주시,우도면,스포츠 및 레크레이션 용품 임대업,남성,193,7445500
2017-03-01,제주시,우도면,슈퍼마켓,남성,439,9451270
2017-03-01,제주시,우도면,수산물 소매업,남성,72,4113000
2017-03-01,제주시,이도1동,수산물 소매업,남성,1820,106209800
2017-03-01,제주시,우도면,서양식 음식점업,남성,384,5203800
2017-03-01,제주시,우도면,비알콜 음료점업,남성,524,9143800
2017-03-01,제주시,우도면,내항 여객 운송업,남성,4366,99206600
2017-03-01,제주시,우도면,기타음식료품위주종합소매업,남성,383,8335600
2017-03-01,제주시,우도면,기타 주점업,남성,14,1620000
2017-03-01,제주시,우도면,과실 및 채소 소매업,남성,316,6099400
2017-03-01,제주시,용담2동,화장품 및 방향제 소매업,여성,34,7725000
2017-03-01,제주시,우도면,빵 및 과자류 소매업,남성,220,3093600
2017-03-01,제주시,우도면,일식 음식점업,남성,26,1471000
2017-03-01,제주시,우도면,차량용 가스 충전업,남성,16,1580000
2017-03-01,제주시,이도1동,빵 및 과자류 소매업,남성,982,16447920
2017-03-01,제주시,우도면,빵 및 과자류 소매업,여성,330,4675900
2017-03-01,제주시,우도면,여행사업,여성,489,8649000
2017-03-01,제주시,우도면,여관업,여성,60,1519000
2017-03-01,제주시,우도면,스포츠 및 레크레이션 용품 임대업,여성,166,6600500
2017-03-01,제주시,우도면,슈퍼마켓,여성,222,4398570
2017-03-01,제주시,우도면,수산물 소매업,여성,77,3510000
2017-03-01,제주시,우도면,서양식 음식점업,여성,594,7849600
2017-03-01,제주시,우도면,비알콜 음료점업,여성,874,13414950
2017-03-01,제주시,우도면,차량용 주유소 운영업,남성,204,10992211
2017-03-01,제주시,우도면,내항 여객 운송업,여성,4545,97828500
2017-03-01,제주시,우도면,기타음식료품위주종합소매업,여성,174,3036420
2017-03-01,제주시,우도면,기타 주점업,여성,3,320000
2017-03-01,제주시,우도면,과실 및 채소 소매업,여성,465,8833000
2017-03-01,제주시,우도면,한식 음식점업,남성,3020,93616300
2017-03-01,제주시,우도면,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,210,2039900
2017-03-01,제주시,우도면,육류 소매업,여성,23,755750
2017-03-01,제주시,우도면,일식 음식점업,여성,20,1017000
2017-03-01,제주시,이도1동,비알콜 음료점업,남성,222,2284720
2017-03-01,제주시,이도1동,기타음식료품위주종합소매업,남성,18,1488700
2017-03-01,제주시,이도1동,기타 주점업,남성,273,56925000
2017-03-01,제주시,이도1동,기타 외국식 음식점업,남성,154,5543300
2017-03-01,제주시,이도1동,그외 기타 종합 소매업,남성,601,164855000
2017-03-01,제주시,이도1동,관광 민예품 및 선물용품 소매업,남성,45,1678500
2017-03-01,제주시,우도면,체인화 편의점,남성,471,3404880
2017-03-01,제주시,이도1동,과실 및 채소 소매업,남성,974,75918300
2017-03-01,제주시,우도면,한식 음식점업,여성,3413,95302550
2017-03-01,제주시,우도면,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,322,2878000
2017-03-01,제주시,우도면,체인화 편의점,여성,440,2936830
2017-03-01,제주시,우도면,차량용 주유소 운영업,여성,42,1786434
2017-03-01,제주시,우도면,차량용 가스 충전업,여성,3,178000
2017-03-01,제주시,우도면,자동차 임대업,여성,2,40000
2017-03-01,제주시,이도1동,건강보조식품 소매업,남성,43,5207000
2017-03-01,제주시,이도2동,화장품 및 방향제 소매업,남성,797,38438100
2017-03-01,제주시,이도1동,서양식 음식점업,남성,389,14553100
2017-03-01,제주시,이도2동,한식 음식점업,남성,43189,1764377160
2017-03-01,제주시,이도1동,체인화 편의점,남성,6359,50438460
2017-03-01,제주시,이도1동,과실 및 채소 소매업,여성,1214,87668910
2017-03-01,제주시,이도1동,건강보조식품 소매업,여성,66,16426500
2017-03-01,제주시,이도1동,화장품 및 방향제 소매업,남성,120,7956550
2017-03-01,제주시,이도1동,호텔업,남성,514,116220878
2017-03-01,제주시,이도1동,한식 음식점업,남성,4987,186450209
2017-03-01,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,122,1717500
2017-03-01,제주시,이도1동,차량용 주유소 운영업,남성,408,19399917
2017-03-01,제주시,이도1동,중식 음식점업,여성,189,3687200
2017-03-01,제주시,이도1동,중식 음식점업,남성,312,5997600
2017-03-01,제주시,이도1동,일식 음식점업,남성,473,17726000
2017-03-01,제주시,이도1동,일반유흥 주점업,남성,539,193331000
2017-03-01,제주시,이도1동,육류 소매업,남성,435,15328000
2017-03-01,제주시,이도1동,욕탕업,남성,16,890600
2017-03-01,제주시,이도1동,여관업,남성,298,13613735
2017-03-01,제주시,이도1동,관광 민예품 및 선물용품 소매업,여성,96,2777300
2017-03-01,제주시,이도1동,그외 기타 종합 소매업,여성,462,127030000
2017-03-01,제주시,이도1동,일식 음식점업,여성,347,10791000
2017-03-01,제주시,이도1동,일반유흥 주점업,여성,49,10962100
2017-03-01,제주시,이도1동,육류 소매업,여성,502,18083000
2017-03-01,제주시,이도1동,욕탕업,여성,15,1814000
2017-03-01,제주시,이도1동,여관업,여성,107,2914450
2017-03-01,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,여성,329,41611040
2017-03-01,제주시,이도1동,스포츠 및 레크레이션 용품 임대업,남성,161,24039600
2017-03-01,제주시,이도1동,슈퍼마켓,여성,3325,69930382
2017-03-01,제주시,이도1동,서양식 음식점업,여성,326,5146300
2017-03-01,제주시,이도1동,빵 및 과자류 소매업,여성,1540,21370160
2017-03-01,제주시,이도1동,비알콜 음료점업,여성,328,3343150
2017-03-01,제주시,이도1동,기타음식료품위주종합소매업,여성,29,571900
2017-03-01,제주시,이도1동,기타 주점업,여성,24,6325000
2017-03-01,제주시,이도1동,기타 외국식 음식점업,여성,99,2113700
2017-03-01,제주시,이도1동,수산물 소매업,여성,1800,100757300
2017-03-01,제주시,이도1동,슈퍼마켓,남성,3718,72926738
2017-03-01,제주시,이도1동,차량용 주유소 운영업,여성,323,13141014
2017-03-01,제주시,이도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",남성,7402,97716710
2017-03-01,제주시,이도2동,그외 기타 종합 소매업,남성,6,1825000
2017-03-01,제주시,이도2동,빵 및 과자류 소매업,남성,4857,69199085
2017-03-01,제주시,이도2동,비알콜 음료점업,남성,5535,62292440
2017-03-01,제주시,이도2동,마사지업,남성,10,1170000
2017-03-01,제주시,이도2동,기타음식료품위주종합소매업,남성,4,66500
2017-03-01,제주시,이도2동,기타 주점업,남성,917,189112017
2017-03-01,제주시,이도2동,기타 외국식 음식점업,남성,1077,44521800
2017-03-01,제주시,이도2동,그외 기타 스포츠시설 운영업,남성,6,458000
2017-03-01,제주시,이도1동,체인화 편의점,여성,3729,29030410
2017-03-01,제주시,이도2동,관광 민예품 및 선물용품 소매업,남성,42,2350500
2017-03-01,제주시,이도2동,과실 및 채소 소매업,남성,2121,176818785
2017-03-01,제주시,이도2동,건강보조식품 소매업,남성,41,7030550
2017-03-01,제주시,이도1동,화장품 및 방향제 소매업,여성,462,14071750
2017-03-01,제주시,이도1동,호텔업,여성,402,86876527
2017-03-01,제주시,이도1동,한식 음식점업,여성,2919,99983200
2017-03-01,제주시,이도2동,서양식 음식점업,남성,4018,102139390
2017-03-01,제주시,이도2동,수산물 소매업,남성,240,18003070
2017-03-01,제주시,이도2동,체인화 편의점,남성,36520,313900655
2017-03-01,제주시,이도2동,차량용 주유소 운영업,남성,7193,358521847
2017-03-01,제주시,이도2동,차량용 가스 충전업,남성,113,11707010
2017-03-01,제주시,이도2동,중식 음식점업,남성,1452,44852050
2017-03-01,제주시,이도2동,전시 및 행사 대행업,남성,273,6147400
2017-03-01,제주시,이도2동,자동차 임대업,남성,174,6536250
2017-03-01,제주시,이도1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,178,2202860
2017-03-01,제주시,이도2동,일식 음식점업,남성,2310,117905150
2017-03-01,제주시,이도2동,육류 소매업,남성,1161,61303147
2017-03-01,제주시,이도2동,욕탕업,남성,523,7325500
2017-03-01,제주시,이도2동,여행사업,남성,33,18287533
2017-03-01,제주시,이도2동,여관업,남성,582,32446100
2017-03-01,제주시,이도2동,스포츠 및 레크레이션 용품 임대업,남성,693,77045360
2017-03-01,제주시,이도2동,슈퍼마켓,남성,26719,1050114082
2017-03-01,제주시,이도2동,일반유흥 주점업,남성,1363,189283500
2017-03-01,제주시,이도1동,전시 및 행사 대행업,여성,3,124850
2017-03-01,제주시,이도2동,건강보조식품 소매업,여성,46,8999400
2017-03-01,제주시,일도1동,빵 및 과자류 소매업,여성,647,13078200
2017-03-01,제주시,이도2동,비알콜 음료점업,여성,7658,78967760
2017-03-01,제주시,이도2동,여관업,여성,171,9301830
2017-03-01,제주시,이도2동,스포츠 및 레크레이션 용품 임대업,여성,349,57536980
2017-03-01,제주시,이도2동,슈퍼마켓,여성,24146,1055697844
2017-03-01,제주시,이도2동,수산물 소매업,여성,230,16195350
2017-03-01,제주시,이도2동,서양식 음식점업,여성,5475,94830150
2017-03-01,제주시,이도2동,빵 및 과자류 소매업,여성,6904,86901930
2017-03-01,제주시,이도2동,마사지업,여성,2,85000
2017-03-01,제주시,이호동,비알콜 음료점업,남성,110,1015640
2017-03-01,제주시,이도2동,기타음식료품위주종합소매업,여성,7,134700
2017-03-01,제주시,이도2동,기타 주점업,여성,125,21662000
2017-03-01,제주시,이도2동,기타 외국식 음식점업,여성,558,18460600
2017-03-01,제주시,이도2동,그외 기타 종합 소매업,여성,5,1045000
2017-03-01,제주시,이도2동,그외 기타 스포츠시설 운영업,여성,2,155000
2017-03-01,제주시,이도2동,관광 민예품 및 선물용품 소매업,여성,66,8360500
2017-03-01,제주시,이도2동,여행사업,여성,26,10301950
2017-03-01,제주시,이도2동,욕탕업,여성,274,3519500
2017-03-01,제주시,이호동,관광 민예품 및 선물용품 소매업,남성,56,1573700
2017-03-01,제주시,이호동,과실 및 채소 소매업,남성,7,4775700
2017-03-01,제주시,이도2동,화장품 및 방향제 소매업,여성,3658,128329310
2017-03-01,제주시,이도2동,한식 음식점업,여성,29725,958692210
2017-03-01,제주시,이도2동,"피자, 햄버거, 샌드위치 및 유사 음식점업",여성,7363,92747050
2017-03-01,제주시,이도2동,체인화 편의점,여성,22650,231285229
2017-03-01,제주시,이호동,빵 및 과자류 소매업,남성,173,1667390
2017-03-01,제주시,이도2동,차량용 주유소 운영업,여성,4500,211491079
2017-03-01,제주시,이도2동,중식 음식점업,여성,779,21052000
2017-03-01,제주시,이도2동,전시 및 행사 대행업,여성,305,8646200
2017-03-01,제주시,이도2동,자동차 임대업,여성,118,3590200
2017-03-01,제주시,이도2동,일식 음식점업,여성,1807,68581900
2017-03-01,제주시,이도2동,일반유흥 주점업,여성,629,44034150
2017-03-01,제주시,이도2동,육류 소매업,여성,1256,64815050
2017-03-01,제주시,이도2동,차량용 가스 충전업,여성,84,11879900
2017-03-01,제주시,이호동,기타 외국식 음식점업,남성,93,1216000
2017-03-01,제주시,이호동,서양식 음식점업,남성,184,2233000
2017-03-01,제주시,이호동,비알콜 음료점업,여성,137,1431430
2017-03-01,제주시,이호동,화장품 및 방향제 소매업,남성,3,400000
2017-03-01,제주시,추자면,스포츠 및 레크레이션 용품 임대업,남성,1,38000
2017-03-01,제주시,이호동,체인화 편의점,남성,3403,30739800
2017-03-01,제주시,이호동,차량용 주유소 운영업,남성,1889,105854868
2017-03-01,제주시,이호동,차량용 가스 충전업,남성,39,2784360
2017-03-01,제주시,이호동,중식 음식점업,남성,284,6661000
2017-03-01,제주시,이호동,일식 음식점업,남성,21,928000
2017-03-01,제주시,이호동,관광 민예품 및 선물용품 소매업,여성,63,1504000
2017-03-01,제주시,이호동,육류 소매업,남성,8,297000
2017-03-01,제주시,이호동,욕탕업,남성,95,4025000
2017-03-01,제주시,이호동,여행사업,남성,1,770000
2017-03-01,제주시,이호동,여관업,남성,55,8922700
2017-03-01,제주시,이호동,스포츠 및 레크레이션 용품 임대업,남성,120,3808500
2017-03-01,제주시,이호동,슈퍼마켓,남성,877,15022510
2017-03-01,제주시,이호동,과실 및 채소 소매업,여성,6,11489000
2017-03-01,제주시,이호동,그외 기타 종합 소매업,여성,2,1100000
2017-03-01,제주시,용담2동,면세점,여성,40098,4031419143
2017-03-01,제주시,이호동,빵 및 과자류 소매업,여성,268,2332420
2017-03-01,제주시,이호동,서양식 음식점업,여성,205,2746900
2017-03-01,제주시,이호동,수산물 소매업,여성,4,598000
2017-03-01,제주시,이호동,슈퍼마켓,여성,372,7788230
2017-03-01,제주시,이호동,스포츠 및 레크레이션 용품 임대업,여성,19,635400
2017-03-01,제주시,이호동,기타 외국식 음식점업,여성,126,1591000
2017-03-01,제주시,이호동,수산물 소매업,남성,28,3738000
2017-03-01,제주시,이호동,여관업,여성,26,3195000
2017-03-01,제주시,이호동,육류 소매업,여성,13,696800
2017-03-01,제주시,이호동,일식 음식점업,여성,4,255000
2017-03-01,제주시,이호동,자동차 임대업,여성,359,19691830
2017-03-01,제주시,이호동,중식 음식점업,여성,150,3742000
2017-03-01,제주시,이호동,차량용 가스 충전업,여성,21,1590000
2017-03-01,제주시,이호동,여행사업,여성,3,844600
2017-03-01,제주시,이호동,욕탕업,여성,76,2232000
2017-03-01,제주시,이도2동,과실 및 채소 소매업,여성,2512,185630730
2017-03-01,제주시,이호동,차량용 주유소 운영업,여성,997,39926291
2017-03-01,제주시,이호동,한식 음식점업,여성,801,26893100
2017-03-01,제주시,일도1동,서양식 음식점업,남성,421,7738200
2017-03-01,제주시,일도1동,욕탕업,남성,25,400600
2017-03-01,제주시,일도1동,여행사업,남성,38,1083500
2017-03-01,제주시,일도1동,여관업,남성,254,13892500
2017-03-01,제주시,일도1동,스포츠 및 레크레이션 용품 임대업,남성,4072,530496180
2017-03-01,제주시,일도1동,슈퍼마켓,남성,593,8447410
