시도명,시군구명,지역구분,업종명,이용자 구분,연령대,성별,연월,이용자수,이용횟수,이용금액
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,남,2018-04,64,93,14450350
제주도,서귀포시,읍면,유흥,내국인관광객,50대,여,2018-04,43,53,3215100
제주도,서귀포시,읍면,유흥,내국인관광객,50대,남,2018-04,146,250,42982700
제주도,서귀포시,읍면,유흥,내국인관광객,40대,여,2018-04,39,46,2776800
제주도,서귀포시,읍면,유흥,내국인관광객,40대,남,2018-04,127,195,26956900
제주도,서귀포시,읍면,유흥,내국인관광객,30대,여,2018-04,48,91,3824080
제주도,서귀포시,읍면,유흥,내국인관광객,30대,남,2018-04,87,149,17773900
제주도,서귀포시,읍면,유흥,내국인관광객,20대미만,여,2018-04,1,1,300000
제주도,서귀포시,읍면,유흥,내국인관광객,20대,여,2018-04,44,47,1907800
제주도,서귀포시,읍면,유흥,내국인관광객,20대,남,2018-04,53,69,3314200
제주도,서귀포시,읍면,식음료,제주도민,60대이상,여,2018-04,1048,1938,82158329
제주도,서귀포시,읍면,식음료,제주도민,60대이상,남,2018-04,2447,5096,227065794
제주도,서귀포시,읍면,식음료,제주도민,50대,여,2018-04,2215,4664,155004013
제주도,서귀포시,읍면,식음료,제주도민,50대,남,2018-04,3600,8566,354552593
제주도,서귀포시,읍면,식음료,제주도민,40대,여,2018-04,2654,6314,181133691
제주도,서귀포시,읍면,식음료,제주도민,40대,남,2018-04,3885,9174,318769962
제주도,서귀포시,읍면,식음료,제주도민,30대,여,2018-04,2176,4714,115464414
제주도,서귀포시,읍면,식음료,제주도민,30대,남,2018-04,2592,5473,160603293
제주도,서귀포시,읍면,식음료,제주도민,20대미만,여,2018-04,58,122,1989695
제주도,서귀포시,읍면,식음료,제주도민,20대미만,남,2018-04,71,139,2379875
제주도,서귀포시,읍면,식음료,제주도민,20대,여,2018-04,1212,2450,53834265
제주도,서귀포시,읍면,식음료,제주도민,20대,남,2018-04,1173,2510,63037305
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,여,2018-04,2441,3385,173946315
제주도,서귀포시,읍면,식음료,내국인관광객,60대이상,남,2018-04,3673,5267,277533695
제주도,서귀포시,읍면,식음료,내국인관광객,50대,여,2018-04,5197,7447,348949981
제주도,서귀포시,읍면,식음료,내국인관광객,50대,남,2018-04,5927,9400,453235192
제주도,서귀포시,읍면,식음료,내국인관광객,40대,여,2018-04,5724,8792,345981415
제주도,서귀포시,읍면,식음료,내국인관광객,40대,남,2018-04,7306,11779,464596045
제주도,서귀포시,읍면,식음료,내국인관광객,30대,여,2018-04,8939,13465,438496110
제주도,서귀포시,읍면,식음료,내국인관광객,30대,남,2018-04,9367,13936,488402354
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,여,2018-04,643,786,12706895
제주도,서귀포시,읍면,식음료,내국인관광객,20대미만,남,2018-04,396,528,7238290
제주도,서귀포시,읍면,식음료,내국인관광객,20대,여,2018-04,6128,8868,242270748
제주도,서귀포시,읍면,식음료,내국인관광객,20대,남,2018-04,3935,6002,166152344
제주도,서귀포시,읍면,숙박,제주도민,60대이상,여,2018-04,36,48,3297610
제주도,서귀포시,읍면,숙박,제주도민,60대이상,남,2018-04,49,62,4670760
제주도,서귀포시,읍면,숙박,제주도민,50대,여,2018-04,79,103,8983210
제주도,서귀포시,읍면,숙박,제주도민,50대,남,2018-04,120,162,7639830
제주도,서귀포시,읍면,숙박,제주도민,40대,여,2018-04,174,301,37639918
제주도,서귀포시,읍면,숙박,제주도민,40대,남,2018-04,208,336,18210930
제주도,서귀포시,읍면,숙박,제주도민,30대,여,2018-04,200,337,13367961
제주도,서귀포시,읍면,숙박,제주도민,30대,남,2018-04,195,288,14116179
제주도,서귀포시,읍면,숙박,제주도민,20대미만,여,2018-04,1,5,59720
제주도,서귀포시,읍면,숙박,제주도민,20대미만,남,2018-04,1,1,50000
제주도,서귀포시,읍면,숙박,제주도민,20대,여,2018-04,80,117,3916570
제주도,서귀포시,읍면,숙박,제주도민,20대,남,2018-04,96,137,4783900
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,여,2018-04,329,410,32194440
제주도,서귀포시,읍면,숙박,내국인관광객,60대이상,남,2018-04,458,604,41462290
제주도,서귀포시,읍면,숙박,내국인관광객,50대,여,2018-04,803,1019,53789607
제주도,서귀포시,읍면,숙박,내국인관광객,50대,남,2018-04,711,879,73099652
제주도,서귀포시,읍면,숙박,내국인관광객,40대,여,2018-04,922,1272,70154117
제주도,서귀포시,읍면,숙박,내국인관광객,40대,남,2018-04,1051,1448,100069338
제주도,서귀포시,읍면,숙박,내국인관광객,30대,여,2018-04,1341,1695,94129433
제주도,서귀포시,읍면,숙박,내국인관광객,30대,남,2018-04,1302,1720,94723289
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,여,2018-04,81,104,825250
제주도,서귀포시,읍면,숙박,내국인관광객,20대미만,남,2018-04,44,49,710250
제주도,서귀포시,읍면,숙박,내국인관광객,20대,여,2018-04,938,1150,28779450
제주도,서귀포시,읍면,숙박,내국인관광객,20대,남,2018-04,580,715,21442797
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,여,2018-04,1001,3604,97974655
제주도,서귀포시,읍면,쇼핑,제주도민,60대이상,남,2018-04,2070,7037,189445254
제주도,서귀포시,읍면,쇼핑,제주도민,50대,여,2018-04,2016,8098,207126725
제주도,서귀포시,읍면,쇼핑,제주도민,50대,남,2018-04,3365,12611,251621142
제주도,서귀포시,읍면,쇼핑,제주도민,40대,여,2018-04,2398,9520,185299225
제주도,서귀포시,읍면,쇼핑,제주도민,40대,남,2018-04,4255,16315,275063350
제주도,서귀포시,읍면,쇼핑,제주도민,30대,여,2018-04,1797,6367,96020710
제주도,서귀포시,읍면,쇼핑,제주도민,30대,남,2018-04,3190,11525,148703295
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,여,2018-04,82,409,1717155
제주도,서귀포시,읍면,쇼핑,제주도민,20대미만,남,2018-04,120,607,3109510
제주도,서귀포시,읍면,쇼핑,제주도민,20대,여,2018-04,1067,4561,43322800
제주도,서귀포시,읍면,쇼핑,제주도민,20대,남,2018-04,1782,7897,67883955
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,여,2018-04,1280,2598,56595308
제주도,서귀포시,읍면,쇼핑,내국인관광객,60대이상,남,2018-04,2023,4462,80673356
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,여,2018-04,2569,5086,96764468
제주도,서귀포시,읍면,쇼핑,내국인관광객,50대,남,2018-04,3771,8819,145561390
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,여,2018-04,3352,6836,108841092
제주도,서귀포시,읍면,쇼핑,내국인관광객,40대,남,2018-04,5599,12594,175310136
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,여,2018-04,4701,8340,116489290
제주도,서귀포시,읍면,쇼핑,내국인관광객,30대,남,2018-04,6578,13475,166660455
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,여,2018-04,406,778,4546980
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대미만,남,2018-04,569,1020,5487750
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,여,2018-04,3296,6536,59294785
제주도,서귀포시,읍면,쇼핑,내국인관광객,20대,남,2018-04,3212,7795,69924260
제주도,서귀포시,읍면,소매,제주도민,60대이상,여,2018-04,378,679,48089160
제주도,서귀포시,읍면,소매,제주도민,60대이상,남,2018-04,545,943,50045420
제주도,서귀포시,읍면,소매,제주도민,50대,여,2018-04,721,1511,83980530
제주도,서귀포시,읍면,소매,제주도민,50대,남,2018-04,790,1426,66889400
제주도,서귀포시,읍면,소매,제주도민,40대,여,2018-04,744,1399,52269039
제주도,서귀포시,읍면,소매,제주도민,40대,남,2018-04,917,1706,67964264
제주도,서귀포시,읍면,소매,제주도민,30대,여,2018-04,580,1092,36976215
제주도,서귀포시,읍면,소매,제주도민,30대,남,2018-04,605,1014,29906940
제주도,서귀포시,읍면,소매,제주도민,20대미만,여,2018-04,15,23,365520
제주도,서귀포시,읍면,소매,제주도민,20대미만,남,2018-04,14,31,348340
제주도,서귀포시,읍면,소매,제주도민,20대,여,2018-04,219,375,8849280
제주도,서귀포시,읍면,소매,제주도민,20대,남,2018-04,290,579,10247420
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,여,2018-04,1620,1886,200952440
제주도,서귀포시,읍면,소매,내국인관광객,60대이상,남,2018-04,1501,1780,183465390
제주도,서귀포시,읍면,소매,내국인관광객,50대,여,2018-04,2124,2622,183518250
제주도,서귀포시,읍면,소매,내국인관광객,50대,남,2018-04,1842,2277,153410460
제주도,서귀포시,읍면,소매,내국인관광객,40대,여,2018-04,1851,2313,108837230
제주도,서귀포시,읍면,소매,내국인관광객,40대,남,2018-04,2219,2927,122281710
제주도,서귀포시,읍면,소매,내국인관광객,30대,여,2018-04,2219,2751,89826830
제주도,서귀포시,읍면,소매,내국인관광객,30대,남,2018-04,2243,2874,98121021
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,여,2018-04,133,151,1636200
제주도,서귀포시,읍면,소매,내국인관광객,20대미만,남,2018-04,103,112,940200
제주도,서귀포시,읍면,소매,내국인관광객,20대,여,2018-04,1196,1417,37594460
제주도,서귀포시,읍면,소매,내국인관광객,20대,남,2018-04,793,1081,25453747
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,여,2018-04,144,200,14355475
제주도,서귀포시,읍면,문화/레져,제주도민,60대이상,남,2018-04,736,1305,102229973
제주도,서귀포시,읍면,문화/레져,제주도민,50대,여,2018-04,421,581,34623145
제주도,서귀포시,읍면,문화/레져,제주도민,50대,남,2018-04,1041,1483,139880525
제주도,서귀포시,읍면,문화/레져,제주도민,40대,여,2018-04,564,746,58258006
제주도,서귀포시,읍면,문화/레져,제주도민,40대,남,2018-04,972,1329,116679290
제주도,서귀포시,읍면,문화/레져,제주도민,30대,여,2018-04,520,666,23080430
제주도,서귀포시,읍면,문화/레져,제주도민,30대,남,2018-04,478,660,28426170
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,여,2018-04,10,11,261000
제주도,서귀포시,읍면,문화/레져,제주도민,20대미만,남,2018-04,14,16,286545
제주도,서귀포시,읍면,문화/레져,제주도민,20대,여,2018-04,210,236,6159781
제주도,서귀포시,읍면,문화/레져,제주도민,20대,남,2018-04,160,207,5963865
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,여,2018-04,702,954,69933067
제주도,서귀포시,읍면,문화/레져,내국인관광객,60대이상,남,2018-04,1221,1752,166203618
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,여,2018-04,1464,1766,96961890
제주도,서귀포시,읍면,문화/레져,내국인관광객,50대,남,2018-04,1852,2301,201891834
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,여,2018-04,1870,2367,103429911
제주도,서귀포시,읍면,문화/레져,내국인관광객,40대,남,2018-04,2574,3264,185103444
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,여,2018-04,2595,3230,119055996
제주도,서귀포시,읍면,문화/레져,내국인관광객,30대,남,2018-04,2612,3288,139697048
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,여,2018-04,68,80,787700
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대미만,남,2018-04,67,72,616700
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,여,2018-04,1363,1598,42343425
제주도,서귀포시,읍면,문화/레져,내국인관광객,20대,남,2018-04,921,1101,30816763
제주도,서귀포시,읍면,교통,제주도민,60대이상,여,2018-04,761,1325,68854775
제주도,서귀포시,읍면,교통,제주도민,60대이상,남,2018-04,3656,7415,363756293
제주도,서귀포시,읍면,교통,제주도민,50대,여,2018-04,1065,1868,101702157
제주도,서귀포시,읍면,교통,제주도민,50대,남,2018-04,2553,5293,298222971
제주도,서귀포시,읍면,교통,제주도민,40대,여,2018-04,1036,1724,92190480
제주도,서귀포시,읍면,교통,제주도민,40대,남,2018-04,2044,3930,241114743
제주도,서귀포시,읍면,교통,제주도민,30대,여,2018-04,636,1008,48627703
제주도,서귀포시,읍면,교통,제주도민,30대,남,2018-04,969,1666,86708097
제주도,서귀포시,읍면,교통,제주도민,20대미만,여,2018-04,2,3,110000
제주도,서귀포시,읍면,교통,제주도민,20대미만,남,2018-04,9,13,383987
제주도,서귀포시,읍면,교통,제주도민,20대,여,2018-04,234,363,14918386
제주도,서귀포시,읍면,교통,제주도민,20대,남,2018-04,362,565,21318015
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,여,2018-04,294,365,18778798
제주도,서귀포시,읍면,교통,내국인관광객,60대이상,남,2018-04,666,915,45700430
제주도,서귀포시,읍면,교통,내국인관광객,50대,여,2018-04,673,848,41725834
제주도,서귀포시,읍면,교통,내국인관광객,50대,남,2018-04,1103,1423,63302743
제주도,서귀포시,읍면,교통,내국인관광객,40대,여,2018-04,671,811,33096484
제주도,서귀포시,읍면,교통,내국인관광객,40대,남,2018-04,1319,1624,67209015
제주도,서귀포시,읍면,교통,내국인관광객,30대,여,2018-04,967,1088,35730505
제주도,서귀포시,읍면,교통,내국인관광객,30대,남,2018-04,1473,1748,64181064
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,여,2018-04,1,1,40000
제주도,서귀포시,읍면,교통,내국인관광객,20대미만,남,2018-04,1,1,7200
제주도,서귀포시,읍면,교통,내국인관광객,20대,여,2018-04,613,676,21367131
제주도,서귀포시,읍면,교통,내국인관광객,20대,남,2018-04,620,708,22159134
제주도,서귀포시,도심,유흥,제주도민,60대이상,여,2018-04,61,74,10899500
제주도,서귀포시,도심,유흥,제주도민,60대이상,남,2018-04,314,505,70808628
제주도,서귀포시,도심,유흥,제주도민,50대,여,2018-04,158,191,14917900
제주도,서귀포시,도심,유흥,제주도민,50대,남,2018-04,907,1347,221245500
제주도,서귀포시,도심,유흥,제주도민,40대,여,2018-04,268,320,26113900
제주도,서귀포시,도심,유흥,제주도민,40대,남,2018-04,1094,1507,264879300
제주도,서귀포시,도심,유흥,제주도민,30대,여,2018-04,197,239,18470800
제주도,서귀포시,도심,유흥,제주도민,30대,남,2018-04,567,781,94227600
제주도,서귀포시,도심,유흥,제주도민,20대미만,여,2018-04,6,8,400000
제주도,서귀포시,도심,유흥,제주도민,20대미만,남,2018-04,3,7,605900
제주도,서귀포시,도심,유흥,제주도민,20대,여,2018-04,230,340,14982600
제주도,서귀포시,도심,유흥,제주도민,20대,남,2018-04,399,663,40577600
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,여,2018-04,37,43,3880200
제주도,서귀포시,도심,유흥,내국인관광객,60대이상,남,2018-04,121,148,21002300
제주도,서귀포시,도심,유흥,내국인관광객,50대,여,2018-04,68,83,6927900
제주도,서귀포시,도심,유흥,내국인관광객,50대,남,2018-04,315,452,66220700
제주도,서귀포시,도심,유흥,내국인관광객,40대,여,2018-04,69,77,6205100
제주도,서귀포시,도심,유흥,내국인관광객,40대,남,2018-04,363,517,68893850
제주도,서귀포시,도심,유흥,내국인관광객,30대,여,2018-04,157,196,9851500
제주도,서귀포시,도심,유흥,내국인관광객,30대,남,2018-04,305,413,30382725
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,여,2018-04,1,1,25000
제주도,서귀포시,도심,유흥,내국인관광객,20대미만,남,2018-04,1,1,69000
제주도,서귀포시,도심,유흥,내국인관광객,20대,여,2018-04,156,207,7205640
제주도,서귀포시,도심,유흥,내국인관광객,20대,남,2018-04,222,320,15926900
제주도,서귀포시,도심,식음료,제주도민,60대이상,여,2018-04,2397,3645,125572015
제주도,서귀포시,도심,식음료,제주도민,60대이상,남,2018-04,4569,7880,338307337
제주도,서귀포시,도심,식음료,제주도민,50대,여,2018-04,5038,8578,261292014
제주도,서귀포시,도심,식음료,제주도민,50대,남,2018-04,7666,14600,565885381
제주도,서귀포시,도심,식음료,제주도민,40대,여,2018-04,7331,13997,352014469
제주도,서귀포시,도심,식음료,제주도민,40대,남,2018-04,9875,18956,652349784
제주도,서귀포시,도심,식음료,제주도민,30대,여,2018-04,6584,12197,257308427
제주도,서귀포시,도심,식음료,제주도민,30대,남,2018-04,6900,13113,340913637
제주도,서귀포시,도심,식음료,제주도민,20대미만,여,2018-04,272,443,4750430
제주도,서귀포시,도심,식음료,제주도민,20대미만,남,2018-04,204,348,5431305
제주도,서귀포시,도심,식음료,제주도민,20대,여,2018-04,3794,6932,126989107
제주도,서귀포시,도심,식음료,제주도민,20대,남,2018-04,3428,6240,140779980
제주도,서귀포시,도심,식음료,내국인관광객,60대이상,여,2018-04,2529,3417,160721538
제주도,서귀포시,도심,식음료,내국인관광객,60대이상,남,2018-04,4206,5950,306553455
제주도,서귀포시,도심,식음료,내국인관광객,50대,여,2018-04,5220,6758,315848200
제주도,서귀포시,도심,식음료,내국인관광객,50대,남,2018-04,6926,10006,464200167
제주도,서귀포시,도심,식음료,내국인관광객,40대,여,2018-04,6156,8227,320931611
제주도,서귀포시,도심,식음료,내국인관광객,40대,남,2018-04,9268,13674,570314641
제주도,서귀포시,도심,식음료,내국인관광객,30대,여,2018-04,10491,14370,478469554
제주도,서귀포시,도심,식음료,내국인관광객,30대,남,2018-04,12032,16792,585691881
제주도,서귀포시,도심,식음료,내국인관광객,20대미만,여,2018-04,314,374,3731500
제주도,서귀포시,도심,식음료,내국인관광객,20대미만,남,2018-04,238,278,2669070
제주도,서귀포시,도심,식음료,내국인관광객,20대,여,2018-04,7206,10039,275121620
제주도,서귀포시,도심,식음료,내국인관광객,20대,남,2018-04,5680,8119,225340624
제주도,서귀포시,도심,숙박,제주도민,60대이상,여,2018-04,50,62,6781968
제주도,서귀포시,도심,숙박,제주도민,60대이상,남,2018-04,128,205,33362213
제주도,서귀포시,도심,숙박,제주도민,50대,여,2018-04,94,132,11237557
제주도,서귀포시,도심,숙박,제주도민,50대,남,2018-04,194,253,25732232
제주도,서귀포시,도심,숙박,제주도민,40대,여,2018-04,142,228,31221656
제주도,서귀포시,도심,숙박,제주도민,40대,남,2018-04,273,412,38093234
제주도,서귀포시,도심,숙박,제주도민,30대,여,2018-04,122,193,19122685
제주도,서귀포시,도심,숙박,제주도민,30대,남,2018-04,169,227,14410520
제주도,서귀포시,도심,숙박,제주도민,20대미만,여,2018-04,1,1,35000
제주도,서귀포시,도심,숙박,제주도민,20대,여,2018-04,99,162,8701032
제주도,서귀포시,도심,숙박,제주도민,20대,남,2018-04,95,120,5962255
제주도,서귀포시,도심,숙박,내국인관광객,60대이상,여,2018-04,302,370,71140418
제주도,서귀포시,도심,숙박,내국인관광객,60대이상,남,2018-04,580,768,110158836
제주도,서귀포시,도심,숙박,내국인관광객,50대,여,2018-04,644,795,102368901
제주도,서귀포시,도심,숙박,내국인관광객,50대,남,2018-04,858,1052,147071712
제주도,서귀포시,도심,숙박,내국인관광객,40대,여,2018-04,808,1054,153893084
제주도,서귀포시,도심,숙박,내국인관광객,40대,남,2018-04,1306,1669,256322239
제주도,서귀포시,도심,숙박,내국인관광객,30대,여,2018-04,1432,1795,262369131
제주도,서귀포시,도심,숙박,내국인관광객,30대,남,2018-04,1696,2096,288443100
제주도,서귀포시,도심,숙박,내국인관광객,20대미만,여,2018-04,6,7,146200
제주도,서귀포시,도심,숙박,내국인관광객,20대미만,남,2018-04,8,9,233100
제주도,서귀포시,도심,숙박,내국인관광객,20대,여,2018-04,814,959,95947372
제주도,서귀포시,도심,숙박,내국인관광객,20대,남,2018-04,582,701,68120228
제주도,서귀포시,도심,쇼핑,제주도민,60대이상,여,2018-04,2899,8065,298635050
제주도,서귀포시,도심,쇼핑,제주도민,60대이상,남,2018-04,4006,10706,333422010
제주도,서귀포시,도심,쇼핑,제주도민,50대,여,2018-04,4812,15107,487560430
제주도,서귀포시,도심,쇼핑,제주도민,50대,남,2018-04,6411,19729,452882164
제주도,서귀포시,도심,쇼핑,제주도민,40대,여,2018-04,6426,19700,539291320
제주도,서귀포시,도심,쇼핑,제주도민,40대,남,2018-04,9333,29413,607137830
제주도,서귀포시,도심,쇼핑,제주도민,30대,여,2018-04,5428,14890,342468020
제주도,서귀포시,도심,쇼핑,제주도민,30대,남,2018-04,6816,21485,335157280
제주도,서귀포시,도심,쇼핑,제주도민,20대미만,여,2018-04,295,787,4434970
제주도,서귀포시,도심,쇼핑,제주도민,20대미만,남,2018-04,304,863,4307420
제주도,서귀포시,도심,쇼핑,제주도민,20대,여,2018-04,3065,8433,115416834
제주도,서귀포시,도심,쇼핑,제주도민,20대,남,2018-04,3999,11880,116664070
제주도,서귀포시,도심,쇼핑,내국인관광객,60대이상,여,2018-04,2113,3992,142417410
제주도,서귀포시,도심,쇼핑,내국인관광객,60대이상,남,2018-04,2955,5861,175192950
제주도,서귀포시,도심,쇼핑,내국인관광객,50대,여,2018-04,3835,6582,213535420
제주도,서귀포시,도심,쇼핑,내국인관광객,50대,남,2018-04,5530,11361,276677400
제주도,서귀포시,도심,쇼핑,내국인관광객,40대,여,2018-04,4520,7984,215908260
제주도,서귀포시,도심,쇼핑,내국인관광객,40대,남,2018-04,8330,16993,339103120
제주도,서귀포시,도심,쇼핑,내국인관광객,30대,여,2018-04,7355,11797,248276620
제주도,서귀포시,도심,쇼핑,내국인관광객,30대,남,2018-04,9845,18437,315965450
제주도,서귀포시,도심,쇼핑,내국인관광객,20대미만,여,2018-04,351,508,2603820
제주도,서귀포시,도심,쇼핑,내국인관광객,20대미만,남,2018-04,414,653,2938190
제주도,서귀포시,도심,쇼핑,내국인관광객,20대,여,2018-04,5133,9068,138342200
제주도,서귀포시,도심,쇼핑,내국인관광객,20대,남,2018-04,5622,12391,141905270
제주도,서귀포시,도심,소매,제주도민,60대이상,여,2018-04,1342,2022,198528894
제주도,서귀포시,도심,소매,제주도민,60대이상,남,2018-04,1105,1602,174294758
제주도,서귀포시,도심,소매,제주도민,50대,여,2018-04,1970,2994,276696542
제주도,서귀포시,도심,소매,제주도민,50대,남,2018-04,1585,2319,238693535
제주도,서귀포시,도심,소매,제주도민,40대,여,2018-04,2155,3202,250988031
제주도,서귀포시,도심,소매,제주도민,40대,남,2018-04,1897,2724,232484579
제주도,서귀포시,도심,소매,제주도민,30대,여,2018-04,1496,2129,121985194
제주도,서귀포시,도심,소매,제주도민,30대,남,2018-04,1124,1576,97017442
제주도,서귀포시,도심,소매,제주도민,20대미만,여,2018-04,47,50,1541250
제주도,서귀포시,도심,소매,제주도민,20대미만,남,2018-04,35,44,1059707
제주도,서귀포시,도심,소매,제주도민,20대,여,2018-04,689,943,40851733
제주도,서귀포시,도심,소매,제주도민,20대,남,2018-04,540,691,28024200
제주도,서귀포시,도심,소매,내국인관광객,60대이상,여,2018-04,1455,1801,247293568
제주도,서귀포시,도심,소매,내국인관광객,60대이상,남,2018-04,1454,1780,244171514
제주도,서귀포시,도심,소매,내국인관광객,50대,여,2018-04,2122,2725,198431112
제주도,서귀포시,도심,소매,내국인관광객,50대,남,2018-04,1957,2522,172134841
제주도,서귀포시,도심,소매,내국인관광객,40대,여,2018-04,1958,2609,113303760
제주도,서귀포시,도심,소매,내국인관광객,40대,남,2018-04,2312,3082,139012663
제주도,서귀포시,도심,소매,내국인관광객,30대,여,2018-04,2956,4173,131630249
제주도,서귀포시,도심,소매,내국인관광객,30대,남,2018-04,2912,4034,132856839
제주도,서귀포시,도심,소매,내국인관광객,20대미만,여,2018-04,207,259,3070500
제주도,서귀포시,도심,소매,내국인관광객,20대미만,남,2018-04,121,137,3554400
제주도,서귀포시,도심,소매,내국인관광객,20대,여,2018-04,2144,3089,67967260
제주도,서귀포시,도심,소매,내국인관광객,20대,남,2018-04,1253,1758,43418220
제주도,서귀포시,도심,문화/레져,제주도민,60대이상,여,2018-04,170,251,13316815
제주도,서귀포시,도심,문화/레져,제주도민,60대이상,남,2018-04,448,699,41664080
제주도,서귀포시,도심,문화/레져,제주도민,50대,여,2018-04,525,662,32086930
제주도,서귀포시,도심,문화/레져,제주도민,50대,남,2018-04,1022,1468,100611128
제주도,서귀포시,도심,문화/레져,제주도민,40대,여,2018-04,1083,1593,51448666
제주도,서귀포시,도심,문화/레져,제주도민,40대,남,2018-04,1217,1720,78716960
제주도,서귀포시,도심,문화/레져,제주도민,30대,여,2018-04,682,934,21211883
제주도,서귀포시,도심,문화/레져,제주도민,30대,남,2018-04,634,934,31030729
제주도,서귀포시,도심,문화/레져,제주도민,20대미만,여,2018-04,78,91,1034100
제주도,서귀포시,도심,문화/레져,제주도민,20대미만,남,2018-04,65,94,936300
제주도,서귀포시,도심,문화/레져,제주도민,20대,여,2018-04,422,517,11354986
제주도,서귀포시,도심,문화/레져,제주도민,20대,남,2018-04,416,531,12083170
제주도,서귀포시,도심,문화/레져,내국인관광객,60대이상,여,2018-04,259,316,14359130
제주도,서귀포시,도심,문화/레져,내국인관광객,60대이상,남,2018-04,590,797,54995380
제주도,서귀포시,도심,문화/레져,내국인관광객,50대,여,2018-04,567,677,38806210
제주도,서귀포시,도심,문화/레져,내국인관광객,50대,남,2018-04,938,1162,68121460
제주도,서귀포시,도심,문화/레져,내국인관광객,40대,여,2018-04,713,854,32391920
제주도,서귀포시,도심,문화/레져,내국인관광객,40대,남,2018-04,1071,1346,65490960
제주도,서귀포시,도심,문화/레져,내국인관광객,30대,여,2018-04,798,1010,26433400
제주도,서귀포시,도심,문화/레져,내국인관광객,30대,남,2018-04,904,1155,32102930
제주도,서귀포시,도심,문화/레져,내국인관광객,20대미만,여,2018-04,22,22,249200
제주도,서귀포시,도심,문화/레져,내국인관광객,20대미만,남,2018-04,26,30,465500
제주도,서귀포시,도심,문화/레져,내국인관광객,20대,여,2018-04,477,595,14042240
제주도,서귀포시,도심,문화/레져,내국인관광객,20대,남,2018-04,501,626,14526420
제주도,서귀포시,도심,교통,제주도민,60대이상,여,2018-04,1016,1507,83577498
제주도,서귀포시,도심,교통,제주도민,60대이상,남,2018-04,3461,6089,309736921
제주도,서귀포시,도심,교통,제주도민,50대,여,2018-04,1681,2577,137417545
제주도,서귀포시,도심,교통,제주도민,50대,남,2018-04,3041,5212,283232679
제주도,서귀포시,도심,교통,제주도민,40대,여,2018-04,1757,2686,133903648
제주도,서귀포시,도심,교통,제주도민,40대,남,2018-04,3123,5108,286328374
제주도,서귀포시,도심,교통,제주도민,30대,여,2018-04,1281,1817,77964828
제주도,서귀포시,도심,교통,제주도민,30대,남,2018-04,1830,2764,127211064
제주도,서귀포시,도심,교통,제주도민,20대미만,여,2018-04,3,3,215300
제주도,서귀포시,도심,교통,제주도민,20대미만,남,2018-04,4,4,105000
제주도,서귀포시,도심,교통,제주도민,20대,여,2018-04,416,541,19944112
제주도,서귀포시,도심,교통,제주도민,20대,남,2018-04,618,871,32743602
제주도,서귀포시,도심,교통,내국인관광객,60대이상,여,2018-04,389,465,23937363
제주도,서귀포시,도심,교통,내국인관광객,60대이상,남,2018-04,859,1013,49462211
제주도,서귀포시,도심,교통,내국인관광객,50대,여,2018-04,753,853,39691607
제주도,서귀포시,도심,교통,내국인관광객,50대,남,2018-04,1278,1538,73966187
제주도,서귀포시,도심,교통,내국인관광객,40대,여,2018-04,827,931,37726111
제주도,서귀포시,도심,교통,내국인관광객,40대,남,2018-04,1730,2051,83926618
제주도,서귀포시,도심,교통,내국인관광객,30대,여,2018-04,1157,1253,44616602
제주도,서귀포시,도심,교통,내국인관광객,30대,남,2018-04,1861,2082,82047564
제주도,서귀포시,도심,교통,내국인관광객,20대미만,여,2018-04,2,2,50000
제주도,서귀포시,도심,교통,내국인관광객,20대미만,남,2018-04,7,9,276800
제주도,서귀포시,도심,교통,내국인관광객,20대,여,2018-04,640,685,22902757
제주도,서귀포시,도심,교통,내국인관광객,20대,남,2018-04,679,751,23895294
